Format Version,1.21,Take Name,testrit 2 21-4 ,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-21 11.47.01 AM,Total Frames in Take,741,Total Exported Frames,741,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,Jetracer 3(id1),Jetracer 3(id1),Jetracer 3(id1),Jetracer 3(id1),Jetracer 3(id1),Jetracer 3(id1),Jetracer 3(id1),Jetracer 3(id1)
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker
Frame,Time,X,Y,Z,W,X,Y,Z,
175,1.458333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
176,1.466667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
177,1.475000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
178,1.483333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
179,1.491667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
180,1.500000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
181,1.508333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
182,1.516667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
183,1.525000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
184,1.533333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
185,1.541667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
186,1.550000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
187,1.558333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
188,1.566667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
189,1.575000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
190,1.583333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
191,1.591667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
192,1.600000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
193,1.608333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
194,1.616667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
195,1.625000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
196,1.633333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
197,1.641667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
198,1.650000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
199,1.658333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
200,1.666667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
201,1.675000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
202,1.683333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
203,1.691667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
204,1.700000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
205,1.708333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
206,1.716667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
207,1.725000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
208,1.733333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
209,1.741667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
210,1.750000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
211,1.758333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
212,1.766667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
213,1.775000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
214,1.783333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
215,1.791667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
216,1.800000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
217,1.808333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
218,1.816667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
219,1.825000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
220,1.833333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
221,1.841667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
222,1.850000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
223,1.858333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
224,1.866667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
225,1.875000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
226,1.883333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
227,1.891667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
228,1.900000,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
229,1.908333,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
230,1.916667,0.020855,0.061661,-0.004757,-0.997868,-4.422018,0.115052,-0.088535,0.056294
