Format Version,1.21,Take Name,testrit 1 21-4,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-21 11.45.39 AM,Total Frames in Take,692,Total Exported Frames,692,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
24,0.200000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
25,0.208333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
26,0.216667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
27,0.225000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
28,0.233333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
29,0.241667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
30,0.250000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
31,0.258333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
32,0.266667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
33,0.275000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
34,0.283333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
35,0.291667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
36,0.300000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
37,0.308333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
38,0.316667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
39,0.325000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
40,0.333333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
41,0.341667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
42,0.350000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
43,0.358333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
44,0.366667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
45,0.375000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
46,0.383333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
47,0.391667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
48,0.400000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
49,0.408333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
50,0.416667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
51,0.425000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
52,0.433333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
53,0.441667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
54,0.450000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
55,0.458333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
56,0.466667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
57,0.475000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
58,0.483333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
59,0.491667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
60,0.500000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
61,0.508333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
62,0.516667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
63,0.525000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
64,0.533333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
65,0.541667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
66,0.550000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
67,0.558333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
68,0.566667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
69,0.575000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
70,0.583333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
71,0.591667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
72,0.600000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
73,0.608333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
74,0.616667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
75,0.625000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
76,0.633333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
77,0.641667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
78,0.650000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
79,0.658333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
80,0.666667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
81,0.675000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
82,0.683333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
83,0.691667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
84,0.700000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
85,0.708333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
86,0.716667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
87,0.725000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
88,0.733333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
89,0.741667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
90,0.750000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
91,0.758333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
92,0.766667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
93,0.775000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
94,0.783333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
95,0.791667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
96,0.800000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
97,0.808333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
98,0.816667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
99,0.825000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
100,0.833333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
101,0.841667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
102,0.850000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
103,0.858333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
104,0.866667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
105,0.875000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
106,0.883333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
107,0.891667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
108,0.900000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
109,0.908333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
110,0.916667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
111,0.925000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
112,0.933333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
113,0.941667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
114,0.950000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
115,0.958333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
116,0.966667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
117,0.975000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
118,0.983333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
119,0.991667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
120,1.000000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
121,1.008333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
122,1.016667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
123,1.025000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
124,1.033333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
125,1.041667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
126,1.050000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
127,1.058333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
128,1.066667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
129,1.075000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
130,1.083333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
131,1.091667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
132,1.100000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
133,1.108333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
134,1.116667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
135,1.125000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
136,1.133333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
137,1.141667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
138,1.150000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
139,1.158333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
140,1.166667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
141,1.175000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
142,1.183333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
143,1.191667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
144,1.200000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
145,1.208333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
146,1.216667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
147,1.225000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
148,1.233333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
149,1.241667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
150,1.250000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
151,1.258333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
152,1.266667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
153,1.275000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
154,1.283333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
155,1.291667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
156,1.300000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
157,1.308333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
158,1.316667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
159,1.325000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
160,1.333333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
161,1.341667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
162,1.350000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
163,1.358333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
164,1.366667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
165,1.375000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
166,1.383333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
167,1.391667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
168,1.400000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
169,1.408333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
170,1.416667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
171,1.425000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
172,1.433333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
173,1.441667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
174,1.450000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
175,1.458333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
176,1.466667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
177,1.475000,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
178,1.483333,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
179,1.491667,0.021029,0.085461,-0.003242,-0.996114,-4.401301,0.115389,-0.046741,0.040404
180,1.500000,0.001989,0.091317,-0.011014,-0.995759,-4.241355,0.116276,-0.024388,0.001222
181,1.508333,0.004268,0.092041,-0.011086,-0.995684,-4.218353,0.116344,-0.021083,0.001253
182,1.516667,0.004967,0.093313,-0.010296,-0.995571,-4.195045,0.116540,-0.017796,0.001313
183,1.525000,0.005273,0.093803,-0.009799,-0.995529,-4.171542,0.116849,-0.014271,0.001222
184,1.533333,0.005273,0.093803,-0.009799,-0.995529,-4.171542,0.116849,-0.014271,0.001222
185,1.541667,0.010000,0.096235,-0.007429,-0.995281,-4.125138,0.116810,-0.006721,0.001286
186,1.550000,0.001973,0.097822,-0.012802,-0.995120,-4.101993,0.117208,-0.002928,0.001256
187,1.558333,0.002610,0.098739,-0.011738,-0.995041,-4.078667,0.117330,0.000724,0.001201
188,1.566667,0.009186,0.099119,-0.010017,-0.994983,-4.055140,0.117182,0.004350,0.001331
189,1.575000,0.007361,0.099830,-0.008481,-0.994941,-4.031224,0.117361,0.008239,0.001195
190,1.583333,0.003084,0.101929,-0.007997,-0.994755,-4.007236,0.117679,0.012271,0.001260
191,1.591667,0.010191,0.103019,-0.005266,-0.994613,-3.983727,0.117385,0.016365,0.001306
192,1.600000,0.012467,0.103936,-0.005674,-0.994490,-3.960222,0.117472,0.020379,0.001277
193,1.608333,0.009630,0.105060,-0.008580,-0.994382,-3.936642,0.117614,0.024443,0.001309
194,1.616667,0.011730,0.106007,-0.006451,-0.994275,-3.912620,0.117914,0.028631,0.001239
195,1.625000,0.013869,0.108027,-0.002914,-0.994047,-3.888571,0.117760,0.033014,0.009733
196,1.633333,0.006592,0.108467,-0.005803,-0.994061,-3.864361,0.118079,0.037313,0.001298
197,1.641667,0.005443,0.109741,-0.006840,-0.993922,-3.840644,0.118189,0.041760,0.001279
198,1.650000,0.007853,0.111648,-0.008965,-0.993676,-3.817175,0.118129,0.046119,0.001302
199,1.658333,0.007310,0.112338,-0.011272,-0.993579,-3.793478,0.118116,0.050439,0.001204
200,1.666667,0.009364,0.113312,-0.009662,-0.993468,-3.769194,0.118448,0.054888,0.001259
201,1.675000,0.006794,0.114160,-0.009544,-0.993393,-3.744720,0.118604,0.059457,0.001314
202,1.683333,0.003788,0.115080,-0.007497,-0.993321,-3.720244,0.118682,0.064269,0.001219
203,1.691667,0.000632,0.117136,-0.008123,-0.993082,-3.696010,0.118942,0.069371,0.001158
204,1.700000,-0.006554,0.117276,-0.012969,-0.992993,-3.672136,0.119240,0.074146,0.001251
205,1.708333,-0.007816,0.117589,-0.015747,-0.992907,-3.648019,0.119350,0.078966,0.001309
206,1.716667,0.006825,0.120175,-0.008483,-0.992693,-3.623552,0.118912,0.083879,0.001275
207,1.725000,0.004665,0.121289,-0.005728,-0.992590,-3.598607,0.119097,0.088873,0.001209
208,1.733333,0.002987,0.122103,-0.004734,-0.992502,-3.573862,0.119248,0.094083,0.001292
209,1.741667,-0.000669,0.123013,-0.007162,-0.992379,-3.549505,0.119489,0.099299,0.001303
210,1.750000,-0.017214,0.124598,-0.015515,-0.991937,-3.525102,0.120100,0.104319,0.001782
211,1.758333,0.003556,0.127252,-0.006662,-0.991842,-3.501462,0.119037,0.109740,0.000969
212,1.766667,0.004267,0.128908,-0.005899,-0.991630,-3.476726,0.119062,0.115042,0.000958
213,1.775000,0.006420,0.128079,-0.002295,-0.991741,-3.451868,0.119013,0.120372,0.000987
214,1.783333,0.004404,0.128606,-0.004017,-0.991678,-3.427124,0.118938,0.125990,0.001216
215,1.791667,0.007785,0.130055,-0.003663,-0.991470,-3.402580,0.118984,0.131576,0.001237
216,1.800000,0.004260,0.130672,-0.009316,-0.991373,-3.378656,0.118816,0.137195,0.001317
217,1.808333,0.001126,0.132929,-0.010892,-0.991065,-3.354217,0.118939,0.142917,0.001215
218,1.816667,-0.003067,0.133649,-0.012325,-0.990947,-3.329099,0.119228,0.148610,0.001217
219,1.825000,-0.019313,0.134127,-0.016147,-0.990644,-3.303298,0.120296,0.154062,0.001879
220,1.833333,0.005343,0.132970,-0.008362,-0.991070,-3.279204,0.119529,0.160446,0.001495
221,1.841667,0.004968,0.133909,-0.010359,-0.990927,-3.254589,0.119536,0.166273,0.001440
222,1.850000,-0.001438,0.133643,-0.015494,-0.990907,-3.230141,0.119761,0.172150,0.001291
223,1.858333,-0.011741,0.135104,-0.019178,-0.990576,-3.204901,0.120227,0.178044,0.001763
224,1.866667,0.001153,0.136081,-0.012691,-0.990616,-3.180101,0.120056,0.184325,0.001469
225,1.875000,0.002372,0.137487,-0.009728,-0.990453,-3.154682,0.120392,0.190597,0.001354
226,1.883333,-0.005420,0.138136,-0.013456,-0.990307,-3.129550,0.120909,0.196851,0.001214
227,1.891667,0.000434,0.139844,-0.013342,-0.990084,-3.104824,0.120642,0.203024,0.001349
228,1.900000,0.003096,0.140406,-0.014854,-0.989978,-3.080078,0.121004,0.209191,0.001359
229,1.908333,0.002702,0.142221,-0.015104,-0.989716,-3.055020,0.121394,0.215668,0.001253
230,1.916667,0.004752,0.143086,-0.013409,-0.989608,-3.029660,0.121598,0.221947,0.001459
231,1.925000,-0.005018,0.143386,-0.015838,-0.989527,-3.004116,0.121960,0.228578,0.001227
232,1.933333,-0.018707,0.144675,-0.019417,-0.989112,-2.978459,0.122957,0.234884,0.001899
233,1.941667,0.004265,0.146135,-0.011923,-0.989184,-2.953932,0.122232,0.241757,0.001331
234,1.950000,-0.002819,0.146520,-0.015679,-0.989080,-2.928713,0.122759,0.248510,0.001147
235,1.958333,0.000868,0.147724,-0.013221,-0.988940,-2.903291,0.122504,0.254979,0.001263
236,1.966667,0.002241,0.148919,-0.010313,-0.988793,-2.877985,0.122705,0.261894,0.001277
237,1.975000,0.002742,0.150902,-0.007646,-0.988515,-2.852939,0.122923,0.269011,0.001201
238,1.983333,-0.008186,0.151648,-0.011351,-0.988336,-2.827975,0.123617,0.275879,0.001481
239,1.991667,-0.021608,0.151860,-0.018654,-0.987990,-2.803463,0.124028,0.282356,0.001925
240,2.000000,-0.003011,0.153318,-0.011160,-0.988109,-2.779558,0.123313,0.289238,0.001265
241,2.008333,0.013652,0.154209,-0.002365,-0.987941,-2.755523,0.122749,0.295630,0.001506
242,2.016667,0.016346,0.155142,-0.002145,-0.987755,-2.731412,0.122847,0.302241,0.001462
243,2.025000,-0.008864,0.156378,-0.012970,-0.987572,-2.707021,0.124023,0.309144,0.001462
244,2.033333,0.013777,0.156732,-0.004154,-0.987536,-2.683582,0.122929,0.315719,0.001518
245,2.041667,-0.000502,0.157474,-0.011628,-0.987455,-2.659949,0.123793,0.322905,0.001314
246,2.050000,0.014294,0.157267,-0.003682,-0.987446,-2.636543,0.123287,0.329568,0.001562
247,2.058333,-0.009347,0.160723,-0.013365,-0.986865,-2.612681,0.124678,0.336918,0.001363
248,2.066667,0.011178,0.157954,-0.005575,-0.987368,-2.589679,0.123315,0.343302,0.001456
249,2.075000,0.011454,0.159448,-0.004387,-0.987130,-2.566370,0.123296,0.350054,0.001534
250,2.083333,0.012179,0.160243,-0.005065,-0.986989,-2.543254,0.123508,0.356971,0.001461
251,2.091667,0.014223,0.160751,-0.003973,-0.986885,-2.520287,0.123734,0.363838,0.001530
252,2.100000,-0.011268,0.162328,-0.013587,-0.986579,-2.497111,0.125240,0.371122,0.001310
253,2.108333,0.015892,0.161408,-0.002444,-0.986757,-2.474788,0.124135,0.377656,0.001539
254,2.116667,0.009848,0.162245,-0.007813,-0.986670,-2.452122,0.124030,0.384382,0.001590
255,2.125000,0.012363,0.161799,-0.005327,-0.986732,-2.429522,0.123966,0.391256,0.001517
256,2.133333,0.014082,0.163434,-0.005027,-0.986441,-2.407041,0.124172,0.398053,0.001553
257,2.141667,0.015322,0.163356,-0.003900,-0.986441,-2.384790,0.124291,0.405018,0.001557
258,2.150000,-0.009127,0.164993,-0.014306,-0.986149,-2.362278,0.125783,0.412395,0.001295
259,2.158333,-0.009634,0.166620,-0.015626,-0.985850,-2.340338,0.126088,0.419082,0.001495
260,2.166667,-0.005238,0.167327,-0.014888,-0.985775,-2.318409,0.126119,0.426049,0.001542
261,2.175000,-0.009276,0.163914,-0.022956,-0.986164,-2.296366,0.126431,0.432764,0.001631
262,2.183333,-0.008022,0.162739,-0.021694,-0.986398,-2.274503,0.126516,0.439485,0.001605
